unknown,seed,shot,method,accuracy,precision,recall,macro_f1,roc_auc,pr_auc,attack_recall,false_positive_rate
dos,42,1,MetaOpt,0.8045,0.8185884901991713,0.8045,0.7958752598265605,0.8719,0.9035323814472421,0.8079999999999999,0.199
dos,42,1,SGD,0.8220000000000001,0.840300707763169,0.8220000000000001,0.8131296933303916,0.8824,0.9117564275464817,0.7610000000000001,0.117
dos,42,3,Adam,0.873,0.8796724781066887,0.873,0.8697886191772599,0.9366,0.9536185694293665,0.846,0.1
dos,42,3,MetaOpt,0.8935,0.9022464643199938,0.8935,0.8911884583474636,0.9486,0.9625155284344139,0.888,0.10099999999999999
dos,42,3,SGD,0.8925,0.9042641778156485,0.8925,0.8896033930002634,0.9447,0.9599933837490339,0.847,0.062
dos,42,5,Adam,0.8995000000000001,0.9081552614052615,0.8995000000000001,0.898661311157845,0.9639,0.9710705737073384,0.888,0.08900000000000001
dos,42,5,MetaOpt,0.902,0.9114601093351093,0.902,0.901016164034437,0.9726,0.9782222280471505,0.9129999999999999,0.109
dos,42,5,SGD,0.9129999999999999,0.9218856976356977,0.9129999999999999,0.9120147302010743,0.9723999999999999,0.9787627671949654,0.898,0.07200000000000001
dos,42,10,Adam,0.904,0.9113263819513819,0.904,0.9033947033844396,0.9716,0.9759579045137867,0.894,0.086
dos,42,10,MetaOpt,0.9175,0.9239716117216118,0.9175,0.9169203027476853,0.9769,0.980275283050283,0.916,0.081
dos,42,10,SGD,0.915,0.9234419746919749,0.915,0.9142337502576094,0.9775,0.9815945428754251,0.888,0.05800000000000001
dos,52,1,Adam,0.7979999999999999,0.8128083694771001,0.7979999999999999,0.7899190519694212,0.8664000000000001,0.8990700578832932,0.753,0.157
dos,52,1,MetaOpt,0.862,0.8716246531246532,0.862,0.8587054671331121,0.9037000000000001,0.9291201325549235,0.823,0.099
dos,52,1,SGD,0.8440000000000001,0.8623759218722455,0.8440000000000001,0.8380481796528404,0.8956999999999999,0.9252687334122706,0.763,0.075
dos,52,3,Adam,0.875,0.8891218781218782,0.875,0.8731594849131664,0.93,0.9496826032112022,0.823,0.07300000000000001
dos,52,3,MetaOpt,0.8885,0.8998360944610946,0.8885,0.8872095838439391,0.9481,0.9622354879382743,0.8420000000000001,0.065
